outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,DEC 2021,202149,30-49,all_types,34,37851169,418,15298174,0.089825495,2.73235224,30.418448945,,,,0
death,DEC 2021,202149,50-64,all_types,180,31468800,1087,7575909.3,0.571995119,14.348112642,25.084327061,,,,1
death,DEC 2021,202149,65-79,all_types,508,23505401.1,1541,2508057.8,2.161205409,61.441965173,28.429488893,,,,1
death,DEC 2021,202149,80+,all_types,517,6758440,941,1201576.9,7.649694308,78.313755865,10.237501358,,,,1
death,DEC 2021,202149,all_ages_adj,all_types,1242,128232965.1,4024,63957158,0.968549701,6.291711711,6.496013271,0.614308322,12.200125419,19.859938363,1
death,DEC 2021,202149,all_ages_adj,Janssen,168,10119284,4024,63957158,1.660196512,6.291711711,3.789739146,1.56156442,12.200125419,7.812758325,1
death,DEC 2021,202149,all_ages_adj,Moderna,498,46690976,4024,63957158,1.066587257,6.291711711,5.898918886,0.537542334,12.200125419,22.696120173,1
death,DEC 2021,202149,all_ages_adj,Pfizer,576,71327306,4024,63957158,0.807544869,6.291711711,7.791160529,0.58681905,12.200125419,20.79026816,1
death,DEC 2021,202150,5-11,all_types,0,829840,2,15694203,0,0.0127436,,,,,0
death,DEC 2021,202150,12-17,all_types,1,8631397,3,7214631,0.0115856,0.0415822,3.589122022,,,,0
death,DEC 2021,202150,18-29,all_types,3,20137815,42,13790105,0.0148973,0.304566209,20.444326566,,,,0
death,DEC 2021,202150,30-49,all_types,38,38042530,392,14997073,0.099888204,2.613843381,26.167688223,,,,0
death,DEC 2021,202150,50-64,all_types,170,31584584,1003,7391947.55,0.538237262,13.568819221,25.209735911,,,,1
death,DEC 2021,202150,65-79,all_types,458,23560860.1,1417,2453291.8,1.94390187,57.759129998,29.712986493,,,,1
death,DEC 2021,202150,80+,all_types,460,6773587,784,1182141.9,6.791084251,66.320295389,9.765788928,,,,1
death,DEC 2021,202150,all_ages_adj,all_types,1130,129560613.1,3643,62723393.25,0.872178645,5.808040368,6.659232486,0.560749363,11.250997945,20.064218844,1
death,DEC 2021,202150,all_ages_adj,Janssen,125,10182122,3643,62723393.25,1.227641939,5.808040368,4.731054048,1.14982141,11.250997945,9.784996044,1
death,DEC 2021,202150,all_ages_adj,Moderna,446,46854220,3643,62723393.25,0.951888645,5.808040368,6.101596439,0.477336612,11.250997945,23.570364538,1
death,DEC 2021,202150,all_ages_adj,Pfizer,559,72428639,3643,62723393.25,0.771794152,5.808040368,7.525374939,0.576008009,11.250997945,19.532710958,1
death,DEC 2021,202151,5-11,all_types,0,1725557,1,15328760,0,0.00652368,,,,,0
death,DEC 2021,202151,12-17,all_types,1,8725945,0,7124897,0.0114601,0,0,,,,0
death,DEC 2021,202151,18-29,all_types,5,20276933,44,13530478,0.0246586,0.325191763,13.187783196,,,,0
death,DEC 2021,202151,30-49,all_types,47,38259990,356,14680778,0.122843733,2.424939605,19.740035112,,,,0
death,DEC 2021,202151,50-64,all_types,225,31717482,976,7204849.55,0.709387965,13.546431376,19.095941925,,,,1
death,DEC 2021,202151,65-79,all_types,588,23622260.1,1405,2398996.8,2.48917757,58.566147316,23.528312329,,,,1
death,DEC 2021,202151,80+,all_types,578,6790293,967,1163572.9,8.512151096,83.106095029,9.763230715,,,,1
death,DEC 2021,202151,all_ages_adj,all_types,1444,131118460.1,3749,61432332.25,1.101294203,6.102649635,5.541343648,0.713690007,11.866422943,16.626858763,1
death,DEC 2021,202151,all_ages_adj,Janssen,194,10255422,3749,61432332.25,1.891682273,6.102649635,3.226043677,1.859519761,11.866422943,6.381444926,1
death,DEC 2021,202151,all_ages_adj,Moderna,559,47040833,3749,61432332.25,1.188329297,6.102649635,5.135486983,0.592590117,11.866422943,20.024672375,1
death,DEC 2021,202151,all_ages_adj,Pfizer,689,73726309,3749,61432332.25,0.934537493,6.102649635,6.530128196,0.706336819,11.866422943,16.799949584,1
death,DEC 2021,202152,5-11,all_types,0,2297650,3,15037519,0,0.0199501,,,,,0
death,DEC 2021,202152,12-17,all_types,0,8800418,3,7047468,0,0.0425685,,,,,0
death,DEC 2021,202152,18-29,all_types,18,20410290,65,13315037,0.08819081,0.488169879,5.535382665,,,,0
death,DEC 2021,202152,30-49,all_types,118,38460673,512,14437287.1,0.306806904,3.546372642,11.558972757,,,,1
death,DEC 2021,202152,50-64,all_types,534,31828067,1273,7073222.55,1.677764471,17.997454357,10.727044627,,,,1
death,DEC 2021,202152,65-79,all_types,1290,23691386.1,2027,2344227.8,5.445016997,86.467705912,15.880153534,,,,1
death,DEC 2021,202152,80+,all_types,1552,6820641,1648,1134790.9,22.754459588,145.224992551,6.382265067,,,,1
death,DEC 2021,202152,all_ages_adj,all_types,3512,132309125.1,5531,60389552.35,2.65438986,9.158869018,3.450461124,1.745692713,17.999500895,10.310807143,1
death,DEC 2021,202152,all_ages_adj,Janssen,395,10317088,5531,60389552.35,3.828599698,9.158869018,2.392224244,3.90109986,17.999500895,4.613955434,1
death,DEC 2021,202152,all_ages_adj,Moderna,1290,47222640,5531,60389552.35,2.731740538,9.158869018,3.352759492,1.380425218,17.999500895,13.039098864,1
death,DEC 2021,202152,all_ages_adj,Pfizer,1823,74672868,5531,60389552.35,2.441315097,9.158869018,3.75161282,1.883732454,17.999500895,9.555232145,1
death,JAN 2022,202201,5-11,all_types,0,2598780,2,14733383,0,0.0135746,,,,,0
death,JAN 2022,202201,12-17,all_types,2,8864645,7,6944828,0.0225615,0.100794433,4.467534329,,,,0
death,JAN 2022,202201,18-29,all_types,18,20529317,64,13096732,0.087679488,0.488671525,5.573384804,,,,0
death,JAN 2022,202201,30-49,all_types,169,38624719,599,14187689.1,0.437543636,4.221970159,9.649255089,,,,1
death,JAN 2022,202201,50-64,all_types,763,31927439,1598,6936986.950000001,2.389793932,23.035937814,9.639298812,,,,1
death,JAN 2022,202201,65-79,all_types,1961,23734538.7,2807,2305484.8,8.262220828,121.753134091,14.736126838,,,,1
death,JAN 2022,202201,80+,all_types,2474,6832131,2493,1122899.9,36.211249462,222.014446702,6.131090476,,,,1
death,JAN 2022,202201,all_ages_adj,all_types,5387,133111569.7,7570,59328003.75,4.046981049,12.759573088,3.15286208,2.66903839,25.315668398,9.48493978,1
death,JAN 2022,202201,all_ages_adj,Janssen,604,10359594,7570,59328003.75,5.830344317,12.759573088,2.188476768,5.912928989,25.315668398,4.281409171,1
death,JAN 2022,202201,all_ages_adj,Moderna,2022,47378356,7570,59328003.75,4.267771554,12.759573088,2.989750723,2.176692465,25.315668398,11.630337683,1
death,JAN 2022,202201,all_ages_adj,Pfizer,2750,75277288,7570,59328003.75,3.6531603,12.759573088,3.492749302,2.821178893,25.315668398,8.973436054,1
death,JAN 2022,202202,5-11,all_types,0,2864067,4,14430920,0,0.0277183,,,,,0
death,JAN 2022,202202,12-17,all_types,4,8924734,3,6831760,0.0448193,0.0439125,0.979769562,,,,0
death,JAN 2022,202202,18-29,all_types,24,20634695,63,12859988,0.116308964,0.489891592,4.21198483,,,,0
death,JAN 2022,202202,30-49,all_types,135,38767220,506,13914987.1,0.348232347,3.636367007,10.442358502,,,,1
death,JAN 2022,202202,50-64,all_types,734,32009430,1464,6807519.950000001,2.29307426,21.505629227,9.378514078,,,,1
death,JAN 2022,202202,65-79,all_types,1996,23765933.7,2775,2271477.7,8.398575984,122.167168976,14.546176544,,,,1
death,JAN 2022,202202,80+,all_types,2607,6839969,2708,1111796.95,38.114207828,243.569655412,6.39052126,,,,1
death,JAN 2022,202202,all_ages_adj,all_types,5500,133806048.7,7523,58228449.7,4.110427035,12.919801298,3.143177385,2.712907963,25.686947703,9.46841841,1
death,JAN 2022,202202,all_ages_adj,Janssen,552,10391844,7523,58228449.7,5.31185803,12.919801298,2.432256514,5.42805501,25.686947703,4.732256334,1
death,JAN 2022,202202,all_ages_adj,Moderna,2245,47500755,7523,58228449.7,4.726240667,12.919801298,2.733631698,2.392509408,25.686947703,10.73640405,1
death,JAN 2022,202202,all_ages_adj,Pfizer,2699,75817866,7523,58228449.7,3.559846963,12.919801298,3.629313685,2.76404684,25.686947703,9.293238934,1
death,JAN 2022,202203,5-11,all_types,0,3150211,2,14171202,0,0.0141131,,,,,0
death,JAN 2022,202203,12-17,all_types,2,9000979,2,6720975,0.0222198,0.0297576,1.33923709,,,,0
death,JAN 2022,202203,18-29,all_types,16,20751366,60,12675646.45,0.077103358,0.473348639,6.139144288,,,,1
death,JAN 2022,202203,30-49,all_types,157,38923095,384,13703726.1,0.403359496,2.802157583,6.947047503,,,,1
death,JAN 2022,202203,50-64,all_types,678,32094775,1271,6715255.950000001,2.112493389,18.927052215,8.959579384,,,,1
death,JAN 2022,202203,65-79,all_types,1852,23798634.7,2679,2244649.7,7.781959021,119.350471479,15.336815724,,,,1
death,JAN 2022,202203,80+,all_types,2356,6847945,2450,1103117.95,34.404481929,222.097736693,6.455488478,,,,1
death,JAN 2022,202203,all_ages_adj,all_types,5061,134567005.7,6848,57334573.15,3.760951634,11.943927763,3.175772763,2.498551904,23.941037635,9.581965295,1
death,JAN 2022,202203,all_ages_adj,Janssen,523,10428076,6848,57334573.15,5.015306755,11.943927763,2.381494961,5.155177028,23.941037635,4.644076722,1
death,JAN 2022,202203,all_ages_adj,Moderna,2090,47643251,6848,57334573.15,4.386770332,11.943927763,2.722715542,2.258827244,23.941037635,10.59887944,1
death,JAN 2022,202203,all_ages_adj,Pfizer,2439,76401010,6848,57334573.15,3.192366174,11.943927763,3.741402806,2.487893675,23.941037635,9.623014792,1
death,JAN 2022,202204,5-11,all_types,0,3446045,3,13971890,0,0.0214717,,,,,0
death,JAN 2022,202204,12-17,all_types,1,9088330,6,6633510,0.0110031,0.090449852,8.220381065,,,,0
death,JAN 2022,202204,18-29,all_types,19,20871401,32,12522416.45,0.091033659,0.255541733,2.807112621,,,,1
death,JAN 2022,202204,30-49,all_types,112,39082624,313,13523761.1,0.286572365,2.314444907,8.076301792,,,,1
death,JAN 2022,202204,50-64,all_types,546,32180004,1139,6637861.950000001,1.696705818,17.159139623,10.113208456,,,,1
death,JAN 2022,202204,65-79,all_types,1406,23831027.7,2184,2221052.6,5.899871452,98.331754953,16.666762276,,,,1
death,JAN 2022,202204,80+,all_types,1851,6856024,2075,1095603.95,26.998155199,189.393256569,7.015044368,,,,1
death,JAN 2022,202204,all_ages_adj,all_types,3935,135355455.7,5752,56606096.05,2.907160247,10.16144974,3.495318069,1.941106927,20.192545321,10.402592993,1
death,JAN 2022,202204,all_ages_adj,Janssen,382,10468605,5752,56606096.05,3.649005765,10.16144974,2.784717371,3.68299675,20.192545321,5.482640006,1
death,JAN 2022,202204,all_ages_adj,Moderna,1633,47782010,5752,56606096.05,3.417604241,10.16144974,2.973266951,1.739680927,20.192545321,11.607039549,1
death,JAN 2022,202204,all_ages_adj,Pfizer,1918,77010973,5752,56606096.05,2.490554171,10.16144974,4.079995472,1.966653882,20.192545321,10.267462669,1
death,FEB 2022,202205,5-11,all_types,0,3683561,3,13831021,0,0.0216904,,,,,0
death,FEB 2022,202205,12-17,all_types,3,9168343,3,6567269,0.0327213,0.0456811,1.39606631,,,,0
death,FEB 2022,202205,18-29,all_types,6,20974611,28,12401494.45,0.028606,0.225779241,7.892719575,,,,1
death,FEB 2022,202205,30-49,all_types,77,39217028,198,13384742.1,0.196343282,1.47929634,7.534234544,,,,1
death,FEB 2022,202205,50-64,all_types,366,32250255,770,6584426.6,1.134874748,11.694260515,10.304450373,,,,1
death,FEB 2022,202205,65-79,all_types,1090,23856929.7,1574,2205022.6,4.568903097,71.382488325,15.623550512,,,,1
death,FEB 2022,202205,80+,all_types,1204,6862549,1500,1090257.95,17.544501322,137.582119901,7.841894014,,,,1
death,FEB 2022,202205,all_ages_adj,all_types,2746,136013276.7,4076,56064233.7,2.018920554,7.270232251,3.601049202,1.340491934,14.478874037,10.801164609,1
death,FEB 2022,202205,all_ages_adj,Janssen,271,10497753,4076,56064233.7,2.581504823,7.270232251,2.816276842,2.609172579,14.478874037,5.549220528,1
death,FEB 2022,202205,all_ages_adj,Moderna,1177,47899503,4076,56064233.7,2.457228001,7.270232251,2.958712927,1.243244189,14.478874037,11.646041999,1
death,FEB 2022,202205,all_ages_adj,Pfizer,1296,77522820,4076,56064233.7,1.67176581,7.270232251,4.348834153,1.30831405,14.478874037,11.066818423,1
death,FEB 2022,202206,5-11,all_types,1,3942976,2,13692256,0.0253616,0.0146068,0.575942489,,,,0
death,FEB 2022,202206,12-17,all_types,0,9251523,4,6503211,0,0.0615081,,,,,0
death,FEB 2022,202206,18-29,all_types,5,21078513,20,12296275.45,0.0237208,0.162650878,6.856877299,,,,1
death,FEB 2022,202206,30-49,all_types,59,39349816,131,13259653.1,0.149937169,0.987959481,6.589156578,,,,1
death,FEB 2022,202206,50-64,all_types,222,32316061,552,6539960.6,0.686964912,8.440417821,12.286534107,,,,1
death,FEB 2022,202206,65-79,all_types,752,23880513.7,1182,2189775.6,3.149010986,53.97813365,17.141297342,,,,1
death,FEB 2022,202206,80+,all_types,849,6868246,1054,1085319.95,12.361234586,97.114219636,7.856352775,,,,1
death,FEB 2022,202206,all_ages_adj,all_types,1888,136687648.7,2945,55566451.7,1.381251355,5.299960516,3.837071722,0.924404517,10.593754071,11.460084711,1
death,FEB 2022,202206,all_ages_adj,Janssen,164,10522574,2945,55566451.7,1.558554019,5.299960516,3.400562605,1.65840172,10.593754071,6.387929984,1
death,FEB 2022,202206,all_ages_adj,Moderna,794,48004502,2945,55566451.7,1.654011534,5.299960516,3.204306866,0.839918998,10.593754071,12.612828251,1
death,FEB 2022,202206,all_ages_adj,Pfizer,927,78067983,2945,55566451.7,1.187426605,5.299960516,4.463400512,0.94489152,10.593754071,11.211608791,1
death,FEB 2022,202207,5-11,all_types,0,4188568,0,13598961,0,0,,,,,0
death,FEB 2022,202207,12-17,all_types,0,9331126,1,6458362,0,0.0154838,,,,,0
death,FEB 2022,202207,18-29,all_types,2,21184510,14,12211285.45,0.0094409,0.114648045,12.143813246,,,,1
death,FEB 2022,202207,30-49,all_types,40,39481367,94,13161911.1,0.101313615,0.714182001,7.049220417,,,,1
death,FEB 2022,202207,50-64,all_types,157,32376845,380,6508064.6,0.48491445,5.838909466,12.041112532,,,,1
death,FEB 2022,202207,65-79,all_types,503,23900936.7,731,2178944.6,2.104520029,33.548351803,15.941094092,,,,1
death,FEB 2022,202207,80+,all_types,549,6873292,629,1081503.95,7.987438916,58.159750595,7.281401612,,,,1
death,FEB 2022,202207,all_ages_adj,all_types,1251,137336644.7,1849,55199032.7,0.910900367,3.34969638,3.677346615,0.609534053,6.63310637,10.882257251,1
death,FEB 2022,202207,all_ages_adj,Janssen,104,10542984,1849,55199032.7,0.986437995,3.34969638,3.395749552,0.988234139,6.63310637,6.71207977,1
death,FEB 2022,202207,all_ages_adj,Moderna,571,48109636,1849,55199032.7,1.186872418,3.34969638,2.822288503,0.611991907,6.63310637,10.838552423,1
death,FEB 2022,202207,all_ages_adj,Pfizer,574,78591955,1849,55199032.7,0.730354653,3.34969638,4.586396988,0.579822613,6.63310637,11.439889068,1
death,FEB 2022,202208,5-11,all_types,0,4406111,0,13507019,0,0,,,,,0
death,FEB 2022,202208,12-17,all_types,0,9405300,1,6415998,0,0.015586,,,,,0
death,FEB 2022,202208,18-29,all_types,2,21287549,10,12137569.45,0.0093952,0.082388818,8.769279998,,,,1
death,FEB 2022,202208,30-49,all_types,13,39605441,70,13077611.95,0.0328238,0.535265921,16.307263722,,,,1
death,FEB 2022,202208,50-64,all_types,102,32432746,242,6480093.6,0.314496959,3.734513958,11.874563004,,,,1
death,FEB 2022,202208,65-79,all_types,316,23919835.7,497,2169432.4,1.321079308,22.909218098,17.341289016,,,,1
death,FEB 2022,202208,80+,all_types,378,6877903,446,1078371.95,5.495861166,41.358642535,7.525416179,,,,1
death,FEB 2022,202208,all_ages_adj,all_types,811,137934885.7,1266,54866096.35,0.587958583,2.307435893,3.924487128,0.392005023,4.564507842,11.64400347,1
death,FEB 2022,202208,all_ages_adj,Janssen,75,10561934,1266,54866096.35,0.710097223,2.307435893,3.249464747,0.725947502,4.564507842,6.287655555,1
death,FEB 2022,202208,all_ages_adj,Moderna,344,48224499,1266,54866096.35,0.713330376,2.307435893,3.234736625,0.361763274,4.564507842,12.617388678,1
death,FEB 2022,202208,all_ages_adj,Pfizer,392,79056972,1266,54866096.35,0.495844946,2.307435893,4.653543233,0.394079638,4.564507842,11.582704107,1
death,MAR 2022,202209,5-11,all_types,0,4571571,0,13434171,0,0,,,,,0
death,MAR 2022,202209,12-17,all_types,0,9465214,0,6380343,0,0,,,,,0
death,MAR 2022,202209,18-29,all_types,0,21376662,5,12070867.45,0,0.041422,,,,,1
death,MAR 2022,202209,30-49,all_types,15,39710288,51,13006445.95,0.0377736,0.392113266,10.38062048,,,,1
death,MAR 2022,202209,50-64,all_types,81,32478301,168,6455732.6,0.249397282,2.602338269,10.434509334,,,,1
death,MAR 2022,202209,65-79,all_types,228,23935867.7,343,2161202.4,0.952545372,15.870794887,16.661458189,,,,1
death,MAR 2022,202209,80+,all_types,294,6882054,290,1075377.95,4.271980429,26.967262998,6.312590482,,,,1
death,MAR 2022,202209,all_ages_adj,all_types,618,138419957.7,857,54584140.35,0.44646741,1.570053123,3.516613055,0.300844935,3.10754001,10.329374523,1
death,MAR 2022,202209,all_ages_adj,Janssen,42,10580886,857,54584140.35,0.396942184,1.570053123,3.955369787,0.405959696,3.10754001,7.654799337,1
death,MAR 2022,202209,all_ages_adj,Moderna,267,48315889,857,54584140.35,0.552613241,1.570053123,2.841142786,0.282155731,3.10754001,11.013563333,1
death,MAR 2022,202209,all_ages_adj,Pfizer,309,79432194,857,54584140.35,0.389011035,1.570053123,4.036011787,0.312930871,3.10754001,9.930436088,1
death,MAR 2022,202210,5-11,all_types,0,4702269,1,13378600,0,0.00747462,,,,,0
death,MAR 2022,202210,12-17,all_types,0,9515506,1,6353171,0,0.0157402,,,,,0
death,MAR 2022,202210,18-29,all_types,0,21450822,9,12016691.45,0,0.074895823,,,,,1
death,MAR 2022,202210,30-49,all_types,11,39795501,38,12949615.3,0.0276413,0.293445011,10.616173833,,,,1
death,MAR 2022,202210,50-64,all_types,52,32515440,105,6436333.6,0.159924024,1.631363545,10.200866053,,,,1
death,MAR 2022,202210,65-79,all_types,157,23949173.7,207,2155024.4,0.655554976,9.605459688,14.652409078,,,,1
death,MAR 2022,202210,80+,all_types,184,6885420,209,1073190.95,2.672313381,19.474633102,7.287555883,,,,1
death,MAR 2022,202210,all_ages_adj,all_types,404,138814131.7,570,54362626.7,0.291036651,1.048514457,3.60268871,0.196106684,2.032114232,10.362289495,1
death,MAR 2022,202210,all_ages_adj,Janssen,22,10595932,570,54362626.7,0.207626852,1.048514457,5.049994493,0.220683619,2.032114232,9.208269462,1
death,MAR 2022,202210,all_ages_adj,Moderna,195,48385557,570,54362626.7,0.403012825,1.048514457,2.601690052,0.200373295,2.032114232,10.141642053,1
death,MAR 2022,202210,all_ages_adj,Pfizer,187,79741772,570,54362626.7,0.234506953,1.048514457,4.471144425,0.190485866,2.032114232,10.668057814,1
death,MAR 2022,202211,5-11,all_types,0,4805046,1,13328730,0,0.00750259,,,,,0
death,MAR 2022,202211,12-17,all_types,0,9555862,0,6326376,0,0,,,,,0
death,MAR 2022,202211,18-29,all_types,1,21514508,7,11966568.45,0.00464803,0.0584963,12.585191538,,,,1
death,MAR 2022,202211,30-49,all_types,8,39869177,32,12896862.3,0.0200656,0.248122367,12.365543207,,,,1
death,MAR 2022,202211,50-64,all_types,32,32546441,78,6418143.6,0.098321042,1.215304687,12.360575718,,,,1
death,MAR 2022,202211,65-79,all_types,125,23960677.7,152,2148502.85,0.521688082,7.074693897,13.561156823,,,,1
death,MAR 2022,202211,80+,all_types,147,6888401,123,1070889.95,2.134022105,11.485774052,5.382218875,,,,1
death,MAR 2022,202211,all_ages_adj,all_types,313,139140112.7,393,54156073.15,0.224953102,0.725680385,3.225918547,0.151828204,1.40676614,9.265512648,1
death,MAR 2022,202211,all_ages_adj,Janssen,24,10609380,393,54156073.15,0.226214915,0.725680385,3.207924567,0.225180702,1.40676614,6.247276631,1
death,MAR 2022,202211,all_ages_adj,Moderna,151,48445599,393,54156073.15,0.311689819,0.725680385,2.328213306,0.159027933,1.40676614,8.846031695,1
death,MAR 2022,202211,all_ages_adj,Pfizer,137,79994726,393,54156073.15,0.17126129,0.725680385,4.237270332,0.139571682,1.40676614,10.079165886,1
death,MAR 2022,202212,5-11,all_types,0,4883753,1,13277338,0,0.00753163,,,,,0
death,MAR 2022,202212,12-17,all_types,0,9587879,0,6295227,0,0,,,,,0
death,MAR 2022,202212,18-29,all_types,1,21566248,2,11921035.45,0.00463688,0.0167771,3.618183687,,,,1
death,MAR 2022,202212,30-49,all_types,7,39928961,21,12848833.3,0.0175311,0.163438964,9.322782871,,,,1
death,MAR 2022,202212,50-64,all_types,30,32571120,59,6400592.6,0.092106136,0.921789648,10.00790708,,,,1
death,MAR 2022,202212,65-79,all_types,76,23970001.7,122,2142741.85,0.317062973,5.69363967,17.957441128,,,,1
death,MAR 2022,202212,80+,all_types,116,6890743,99,1068725.95,1.683417884,9.263366348,5.502713519,,,,1
death,MAR 2022,202212,all_ages_adj,all_types,230,139398705.7,304,53954494.15,0.164994358,0.563437772,3.41489114,0.113397307,1.106836845,9.760697767,1
death,MAR 2022,202212,all_ages_adj,Janssen,16,10620311,304,53954494.15,0.150654722,0.563437772,3.739927733,0.168744633,1.106836845,6.559241749,1
death,MAR 2022,202212,all_ages_adj,Moderna,115,48494422,304,53954494.15,0.237140676,0.563437772,2.37596427,0.125361946,1.106836845,8.82912941,1
death,MAR 2022,202212,all_ages_adj,Pfizer,99,80193788,304,53954494.15,0.123450959,0.563437772,4.564061543,0.100304209,1.106836845,11.034799604,1
death,MAR 2022,202213,5-11,all_types,0,4950290,0,13231422,0,0,,,,,0
death,MAR 2022,202213,12-17,all_types,0,9616063,1,6278912,0,0.0159263,,,,,0
death,MAR 2022,202213,18-29,all_types,2,21612869,4,11881734.45,0.0092537,0.0336651,3.637998996,,,,1
death,MAR 2022,202213,30-49,all_types,7,39981159,12,12808540.3,0.0175082,0.093687491,5.35104923,,,,1
death,MAR 2022,202213,50-64,all_types,27,32592593,42,6382385.6,0.082840908,0.658061149,7.943673775,,,,1
death,MAR 2022,202213,65-79,all_types,74,23978472.7,75,2130848.85,0.308610148,3.519724076,11.405082118,,,,1
death,MAR 2022,202213,80+,all_types,117,6892957,83,1064624.95,1.697384736,7.796172727,4.593049861,,,,1
death,MAR 2022,202213,all_ages_adj,all_types,227,139624403.7,217,53778468.15,0.162579029,0.403507217,2.481914296,0.112346999,0.775149015,6.899597004,1
death,MAR 2022,202213,all_ages_adj,Janssen,10,10630288,217,53778468.15,0.094070829,0.403507217,4.289397923,0.104044121,0.775149015,7.450195238,1
death,MAR 2022,202213,all_ages_adj,Moderna,104,48537928,217,53778468.15,0.21426543,0.403507217,1.883211945,0.110121441,0.775149015,7.039038032,1
death,MAR 2022,202213,all_ages_adj,Pfizer,113,80366052,217,53778468.15,0.140606633,0.403507217,2.869759465,0.115730579,0.775149015,6.697875551,1
death,APR 2022,202214,5-11,all_types,0,5009659,1,13206001,0,0.00757232,,,,,0
death,APR 2022,202214,12-17,all_types,0,9640820,0,6262096,0,0,,,,,0
death,APR 2022,202214,18-29,all_types,2,21651842,2,11843727.45,0.0092371,0.0168866,1.828127343,,,,1
death,APR 2022,202214,30-49,all_types,6,40024751,13,12770099.3,0.0149907,0.101800305,6.790886413,,,,1
death,APR 2022,202214,50-64,all_types,24,32611176,44,6359925.6,0.073594402,0.691831993,9.400606196,,,,1
death,APR 2022,202214,65-79,all_types,86,23986688.7,71,2111965.85,0.358532189,3.361796783,9.376554989,,,,1
death,APR 2022,202214,80+,all_types,118,6895298,77,1056583.95,1.711311099,7.287636728,4.258510759,,,,1
death,APR 2022,202214,all_ages_adj,all_types,236,139820234.7,208,53610399.15,0.168788159,0.387984427,2.298647189,0.115515815,0.745727756,6.455633429,1
death,APR 2022,202214,all_ages_adj,Janssen,24,10640297,208,53610399.15,0.225557614,0.387984427,1.720112306,0.208170448,0.745727756,3.582294043,1
death,APR 2022,202214,all_ages_adj,Moderna,111,48573402,208,53610399.15,0.228520127,0.387984427,1.697812932,0.118853804,0.745727756,6.274328029,1
death,APR 2022,202214,all_ages_adj,Pfizer,101,80516868,208,53610399.15,0.125439554,0.387984427,3.092999099,0.101940739,0.745727756,7.315306583,1
death,APR 2022,202215,5-11,all_types,0,5057467,1,13183903,0,0.00758501,,,,,0
death,APR 2022,202215,12-17,all_types,0,9660596,1,6249645,0,0.0160009,,,,,0
death,APR 2022,202215,18-29,all_types,1,21685842,6,11804417.45,0.0046113,0.0508284,11.02257291,,,,1
death,APR 2022,202215,30-49,all_types,8,40062697,15,12729943.3,0.0199687,0.117832418,5.900855574,,,,1
death,APR 2022,202215,50-64,all_types,39,32633700,44,6335722.6,0.119508361,0.69447485,5.811098436,,,,1
death,APR 2022,202215,65-79,all_types,93,24004960.7,67,2092750.3,0.387419922,3.20152863,8.26371709,,,,1
death,APR 2022,202215,80+,all_types,124,6900406,80,1048026.95,1.796995713,7.633391489,4.247862938,,,,1
death,APR 2022,202215,all_ages_adj,all_types,265,140005668.7,214,53444408.6,0.18927805,0.400416069,2.115491302,0.1297092,0.755108811,5.821551697,1
death,APR 2022,202215,all_ages_adj,Janssen,15,10649498,214,53444408.6,0.14085171,0.400416069,2.842820084,0.139549373,0.755108811,5.411051266,1
death,APR 2022,202215,all_ages_adj,Moderna,112,48614043,214,53444408.6,0.230386105,0.400416069,1.738021785,0.118385924,0.755108811,6.378366514,1
death,APR 2022,202215,all_ages_adj,Pfizer,137,80654115,214,53444408.6,0.169861141,0.400416069,2.357314137,0.139398397,0.755108811,5.416911714,1
death,APR 2022,202216,5-11,all_types,0,5094101,1,13156062,0,0.00760106,,,,,0
death,APR 2022,202216,12-17,all_types,0,9676811,0,6231807,0,0,,,,,0
death,APR 2022,202216,18-29,all_types,0,21715870,2,11772961.45,0,0.0169881,,,,,1
death,APR 2022,202216,30-49,all_types,10,40095738,12,12697213.3,0.0249403,0.094508927,3.78940516,,,,1
death,APR 2022,202216,50-64,all_types,39,32671557,29,6314802.6,0.119369885,0.459238425,3.847188302,,,,1
death,APR 2022,202216,65-79,all_types,102,24064860.7,58,2075842.3,0.423854521,2.794046542,6.591994198,,,,1
death,APR 2022,202216,80+,all_types,199,6917848,88,1039900.95,2.876617121,8.462344418,2.941769468,,,,1
death,APR 2022,202216,all_ages_adj,all_types,350,140236785.7,190,53288589.6,0.249577882,0.356549125,1.428608664,0.172849076,0.691226728,3.999018942,1
death,APR 2022,202216,all_ages_adj,Janssen,29,10657687,190,53288589.6,0.272104069,0.356549125,1.310341026,0.280780288,0.691226728,2.461806463,1
death,APR 2022,202216,all_ages_adj,Moderna,150,48686482,190,53288589.6,0.308093733,0.356549125,1.157274837,0.160895056,0.691226728,4.296134043,1
death,APR 2022,202216,all_ages_adj,Pfizer,171,80807581,190,53288589.6,0.211613809,0.356549125,1.684904813,0.173153375,0.691226728,3.99199108,1
death,APR 2022,202217,5-11,all_types,0,5126407,1,13131361,0,0.00761536,,,,,0
death,APR 2022,202217,12-17,all_types,0,9691537,1,6217587,0,0.0160834,,,,,0
death,APR 2022,202217,18-29,all_types,2,21743432,1,11741324.45,0.0091982,0.0085169,0.925936086,,,,1
death,APR 2022,202217,30-49,all_types,14,40126455,22,12664972.3,0.0348897,0.173707447,4.978760029,,,,1
